Dataset,Model,Base Model,Category,Target Transform,Roles,Series ID,Time,Actual,Prediction,Test RMSE,Test MAPE
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,fastest,HOBBIES_2_071,2016-04-12,0.0,0.250675767660141,0.5335637927055359,0
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,fastest,HOBBIES_2_071,2016-04-13,0.0,0.2483053207397461,0.5335637927055359,0
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,fastest,HOBBIES_2_071,2016-04-14,0.0,0.2733132541179657,0.5335637927055359,0
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,fastest,HOBBIES_2_071,2016-04-15,0.0,0.2724559009075165,0.5335637927055359,0
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,fastest,HOBBIES_2_071,2016-04-16,0.0,0.24760714173316956,0.5335637927055359,0
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,fastest,HOBBIES_2_071,2016-04-17,0.0,0.20434647798538208,0.5335637927055359,0
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,fastest,HOBBIES_2_071,2016-04-18,0.0,0.2003336399793625,0.5335637927055359,0
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,fastest,HOBBIES_2_071,2016-04-19,0.0,0.189350888133049,0.5335637927055359,0
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,fastest,HOBBIES_2_071,2016-04-20,0.0,0.20081458985805511,0.5335637927055359,0
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,fastest,HOBBIES_2_071,2016-04-21,0.0,0.20581768453121185,0.5335637927055359,0
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,fastest,HOBBIES_2_071,2016-04-22,0.0,0.22079123556613922,0.5335637927055359,0
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,fastest,HOBBIES_2_071,2016-04-23,0.0,0.23919913172721863,0.5335637927055359,0
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,fastest,HOBBIES_2_071,2016-04-24,1.0,0.25966912508010864,0.5335637927055359,0
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,fastest,HOBBIES_2_108,2016-03-28,0.0,0.008138209581375122,0.5335637927055359,0
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,fastest,HOBBIES_2_108,2016-03-29,0.0,0.007766276597976685,0.5335637927055359,0
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,fastest,HOBBIES_2_108,2016-03-30,0.0,0.021429702639579773,0.5335637927055359,0
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,fastest,HOBBIES_2_108,2016-03-31,0.0,0.031036481261253357,0.5335637927055359,0
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,fastest,HOBBIES_2_108,2016-04-01,0.0,0.028169624507427216,0.5335637927055359,0
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,fastest,HOBBIES_2_108,2016-04-02,0.0,0.045430295169353485,0.5335637927055359,0
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,fastest,HOBBIES_2_108,2016-04-03,0.0,0.033072635531425476,0.5335637927055359,0
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,fastest,HOBBIES_2_108,2016-04-04,0.0,0.02492097020149231,0.5335637927055359,0
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,fastest,HOBBIES_2_108,2016-04-05,0.0,0.03257963806390762,0.5335637927055359,0
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,fastest,HOBBIES_2_108,2016-04-06,0.0,0.013615064322948456,0.5335637927055359,0
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,fastest,HOBBIES_2_108,2016-04-07,0.0,0.05124659091234207,0.5335637927055359,0
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,fastest,HOBBIES_2_108,2016-04-08,0.0,0.04210241883993149,0.5335637927055359,0
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,fastest,HOBBIES_2_108,2016-04-09,0.0,0.04441463202238083,0.5335637927055359,0
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,fastest,HOBBIES_2_108,2016-04-10,0.0,0.04745331406593323,0.5335637927055359,0
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,fastest,HOBBIES_2_108,2016-04-11,0.0,0.03076338768005371,0.5335637927055359,0
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,fastest,HOBBIES_2_108,2016-04-12,0.0,0.036112286150455475,0.5335637927055359,0
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,fastest,HOBBIES_2_108,2016-04-13,0.0,0.0773615688085556,0.5335637927055359,0
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,fastest,HOBBIES_2_108,2016-04-14,0.0,0.054832763969898224,0.5335637927055359,0
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,fastest,HOBBIES_2_108,2016-04-15,0.0,0.04316258430480957,0.5335637927055359,0
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,fastest,HOBBIES_2_108,2016-04-16,0.0,0.03830163925886154,0.5335637927055359,0
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,fastest,HOBBIES_2_108,2016-04-17,0.0,0.03602250665426254,0.5335637927055359,0
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,fastest,HOBBIES_2_108,2016-04-18,0.0,0.039546988904476166,0.5335637927055359,0
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,fastest,HOBBIES_2_108,2016-04-19,0.0,0.03416857868432999,0.5335637927055359,0
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,fastest,HOBBIES_2_108,2016-04-20,0.0,0.04457947611808777,0.5335637927055359,0
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,fastest,HOBBIES_2_108,2016-04-21,1.0,0.06469610333442688,0.5335637927055359,0
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,fastest,HOBBIES_2_108,2016-04-22,0.0,0.061462171375751495,0.5335637927055359,0
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,fastest,HOBBIES_2_108,2016-04-23,0.0,0.05988847464323044,0.5335637927055359,0
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,fastest,HOBBIES_2_108,2016-04-24,0.0,0.06548205018043518,0.5335637927055359,0
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,fastest,HOBBIES_2_109,2016-03-28,0.0,0.27609890699386597,0.5335637927055359,0
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,fastest,HOBBIES_2_109,2016-03-29,0.0,0.35596925020217896,0.5335637927055359,0
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,fastest,HOBBIES_2_109,2016-03-30,2.0,0.3740421533584595,0.5335637927055359,0
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,fastest,HOBBIES_2_109,2016-03-31,0.0,0.3743520975112915,0.5335637927055359,0
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,fastest,HOBBIES_2_109,2016-04-01,1.0,0.3962957262992859,0.5335637927055359,0
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,fastest,HOBBIES_2_109,2016-04-02,0.0,0.3897190988063812,0.5335637927055359,0
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,fastest,HOBBIES_2_109,2016-04-03,2.0,0.3995662331581116,0.5335637927055359,0
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,fastest,HOBBIES_2_109,2016-04-04,1.0,0.3636733591556549,0.5335637927055359,0
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,fastest,HOBBIES_2_109,2016-04-05,1.0,0.3862581253051758,0.5335637927055359,0
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,fastest,HOBBIES_2_109,2016-04-06,1.0,0.35063767433166504,0.5335637927055359,0
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,fastest,HOBBIES_2_109,2016-04-07,0.0,0.3611397445201874,0.5335637927055359,0
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,fastest,HOBBIES_2_109,2016-04-08,1.0,0.3900044560432434,0.5335637927055359,0
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,fastest,HOBBIES_2_109,2016-04-09,0.0,0.39108937978744507,0.5335637927055359,0
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,fastest,HOBBIES_2_109,2016-04-10,1.0,0.354611337184906,0.5335637927055359,0
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,fastest,HOBBIES_2_109,2016-04-11,0.0,0.34798112511634827,0.5335637927055359,0
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,fastest,HOBBIES_2_109,2016-04-12,0.0,0.32867902517318726,0.5335637927055359,0
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,fastest,HOBBIES_2_109,2016-04-13,0.0,0.3487659692764282,0.5335637927055359,0
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,fastest,HOBBIES_2_109,2016-04-14,0.0,0.3734514117240906,0.5335637927055359,0
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,fastest,HOBBIES_2_109,2016-04-15,0.0,0.3485751450061798,0.5335637927055359,0
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,fastest,HOBBIES_2_109,2016-04-16,0.0,0.3716917634010315,0.5335637927055359,0
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,fastest,HOBBIES_2_109,2016-04-17,1.0,0.4001920819282532,0.5335637927055359,0
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,fastest,HOBBIES_2_109,2016-04-18,1.0,0.36269640922546387,0.5335637927055359,0
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,fastest,HOBBIES_2_109,2016-04-19,0.0,0.3725445866584778,0.5335637927055359,0
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,fastest,HOBBIES_2_109,2016-04-20,0.0,0.353532999753952,0.5335637927055359,0
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,fastest,HOBBIES_2_109,2016-04-21,0.0,0.364047646522522,0.5335637927055359,0
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,fastest,HOBBIES_2_109,2016-04-22,1.0,0.4025120437145233,0.5335637927055359,0
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,fastest,HOBBIES_2_109,2016-04-23,0.0,0.39912328124046326,0.5335637927055359,0
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,fastest,HOBBIES_2_109,2016-04-24,2.0,0.37814298272132874,0.5335637927055359,0
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,fastest,HOBBIES_2_123,2016-03-28,0.0,0.20800545811653137,0.5335637927055359,0
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,fastest,HOBBIES_2_123,2016-03-29,0.0,0.20285800099372864,0.5335637927055359,0
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,fastest,HOBBIES_2_123,2016-03-30,1.0,0.22874578833580017,0.5335637927055359,0
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,fastest,HOBBIES_2_123,2016-03-31,0.0,0.23706132173538208,0.5335637927055359,0
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,fastest,HOBBIES_2_123,2016-04-01,0.0,0.27779626846313477,0.5335637927055359,0
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,fastest,HOBBIES_2_123,2016-04-02,0.0,0.23179510235786438,0.5335637927055359,0
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,fastest,HOBBIES_2_123,2016-04-03,0.0,0.24201297760009766,0.5335637927055359,0
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,fastest,HOBBIES_2_123,2016-04-04,0.0,0.24432633817195892,0.5335637927055359,0
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,fastest,HOBBIES_2_123,2016-04-05,0.0,0.3338221311569214,0.5335637927055359,0
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,fastest,HOBBIES_2_123,2016-04-06,0.0,0.27341967821121216,0.5335637927055359,0
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,fastest,HOBBIES_2_123,2016-04-07,0.0,0.2897128164768219,0.5335637927055359,0
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,fastest,HOBBIES_2_123,2016-04-08,0.0,0.2439439445734024,0.5335637927055359,0
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,fastest,HOBBIES_2_123,2016-04-09,0.0,0.24740713834762573,0.5335637927055359,0
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,fastest,HOBBIES_2_123,2016-04-10,0.0,0.29298481345176697,0.5335637927055359,0
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,fastest,HOBBIES_2_123,2016-04-11,0.0,0.3266445994377136,0.5335637927055359,0
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,fastest,HOBBIES_2_123,2016-04-12,0.0,0.35260188579559326,0.5335637927055359,0
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,fastest,HOBBIES_2_123,2016-04-13,0.0,0.313688725233078,0.5335637927055359,0
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,fastest,HOBBIES_2_123,2016-04-14,0.0,0.30582916736602783,0.5335637927055359,0
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,fastest,HOBBIES_2_123,2016-04-15,0.0,0.31125980615615845,0.5335637927055359,0
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,fastest,HOBBIES_2_123,2016-04-16,0.0,0.30022257566452026,0.5335637927055359,0
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,fastest,HOBBIES_2_123,2016-04-17,0.0,0.25901174545288086,0.5335637927055359,0
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,fastest,HOBBIES_2_123,2016-04-18,0.0,0.25925740599632263,0.5335637927055359,0
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,fastest,HOBBIES_2_123,2016-04-19,0.0,0.28225457668304443,0.5335637927055359,0
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,fastest,HOBBIES_2_123,2016-04-20,0.0,0.2884548306465149,0.5335637927055359,0
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,fastest,HOBBIES_2_123,2016-04-21,0.0,0.2941831350326538,0.5335637927055359,0
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,fastest,HOBBIES_2_123,2016-04-22,0.0,0.26172739267349243,0.5335637927055359,0
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,fastest,HOBBIES_2_123,2016-04-23,1.0,0.2761125862598419,0.5335637927055359,0
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,fastest,HOBBIES_2_123,2016-04-24,0.0,0.2849973440170288,0.5335637927055359,0
M5 Walmart Hobbies Daily (5 Series),TimeGPT,TimeGPT,foundation,raw,best_overall; best_foundation,HOBBIES_1_242,2016-03-28,1.0,0.5866256,0.5038984649441103,0
M5 Walmart Hobbies Daily (5 Series),TimeGPT,TimeGPT,foundation,raw,best_overall; best_foundation,HOBBIES_1_242,2016-03-29,1.0,0.5275516,0.5038984649441103,0
M5 Walmart Hobbies Daily (5 Series),TimeGPT,TimeGPT,foundation,raw,best_overall; best_foundation,HOBBIES_1_242,2016-03-30,2.0,0.6623031,0.5038984649441103,0
M5 Walmart Hobbies Daily (5 Series),TimeGPT,TimeGPT,foundation,raw,best_overall; best_foundation,HOBBIES_1_242,2016-03-31,0.0,0.81779796,0.5038984649441103,0
M5 Walmart Hobbies Daily (5 Series),TimeGPT,TimeGPT,foundation,raw,best_overall; best_foundation,HOBBIES_1_242,2016-04-01,0.0,1.4475006,0.5038984649441103,0
M5 Walmart Hobbies Daily (5 Series),TimeGPT,TimeGPT,foundation,raw,best_overall; best_foundation,HOBBIES_1_242,2016-04-02,2.0,1.8319373,0.5038984649441103,0
M5 Walmart Hobbies Daily (5 Series),TimeGPT,TimeGPT,foundation,raw,best_overall; best_foundation,HOBBIES_1_242,2016-04-03,0.0,0.9128785,0.5038984649441103,0
M5 Walmart Hobbies Daily (5 Series),TimeGPT,TimeGPT,foundation,raw,best_overall; best_foundation,HOBBIES_1_242,2016-04-04,0.0,0.6378412,0.5038984649441103,0
M5 Walmart Hobbies Daily (5 Series),TimeGPT,TimeGPT,foundation,raw,best_overall; best_foundation,HOBBIES_1_242,2016-04-05,0.0,0.568906,0.5038984649441103,0
M5 Walmart Hobbies Daily (5 Series),TimeGPT,TimeGPT,foundation,raw,best_overall; best_foundation,HOBBIES_1_242,2016-04-06,0.0,0.57122374,0.5038984649441103,0
M5 Walmart Hobbies Daily (5 Series),TimeGPT,TimeGPT,foundation,raw,best_overall; best_foundation,HOBBIES_1_242,2016-04-07,2.0,0.8225067,0.5038984649441103,0
M5 Walmart Hobbies Daily (5 Series),TimeGPT,TimeGPT,foundation,raw,best_overall; best_foundation,HOBBIES_1_242,2016-04-08,1.0,1.9801016,0.5038984649441103,0
M5 Walmart Hobbies Daily (5 Series),TimeGPT,TimeGPT,foundation,raw,best_overall; best_foundation,HOBBIES_1_242,2016-04-09,3.0,2.6509948,0.5038984649441103,0
M5 Walmart Hobbies Daily (5 Series),TimeGPT,TimeGPT,foundation,raw,best_overall; best_foundation,HOBBIES_1_242,2016-04-10,1.0,0.88769615,0.5038984649441103,0
