Dataset,Model,Base Model,Category,Target Transform,Series ID,Time,Actual,Prediction,Forecast Horizon,Stride,Source
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2014-09-24,0.0,1.5999717712402344,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2014-09-25,2.0,0.7814528942108154,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2014-09-26,1.0,1.4389338493347168,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2014-09-27,5.0,1.1391346454620361,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2014-09-28,2.0,2.395155906677246,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2014-09-29,0.0,1.731210470199585,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2014-09-30,1.0,0.8935083746910095,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2014-10-01,2.0,1.3881385326385498,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2014-10-02,0.0,1.6637243032455444,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2014-10-03,2.0,0.9292370676994324,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2014-10-04,1.0,1.592366337776184,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2014-10-05,1.0,1.228149175643921,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2014-10-06,2.0,1.3342578411102295,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2014-10-07,0.0,1.5947661399841309,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2014-10-08,0.0,0.8037351965904236,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2014-10-09,2.0,0.8662567138671875,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2014-10-10,2.0,1.7936737537384033,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2014-10-11,2.0,1.7049328088760376,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2014-10-12,1.0,1.7130063772201538,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2014-10-13,2.0,1.382866621017456,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2014-10-14,0.0,1.647181749343872,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2014-10-15,3.0,0.9176173210144043,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2014-10-16,0.0,2.071270227432251,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2014-10-17,0.0,1.183586597442627,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2014-10-18,3.0,0.9039742946624756,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2014-10-19,2.0,2.061096429824829,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2014-10-20,0.0,1.6730985641479492,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2014-10-21,0.0,0.9838261008262634,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2014-10-22,3.0,0.8573266863822937,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2014-10-23,2.0,1.9278255701065063,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2014-10-24,0.0,1.7582788467407227,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2014-10-25,0.0,1.1223008632659912,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2014-10-26,0.0,0.8255930542945862,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2014-10-27,1.0,0.8132020831108093,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2014-10-28,0.0,1.2280584573745728,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2014-10-29,0.0,0.8094722628593445,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2014-10-30,0.0,0.7751110196113586,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2014-10-31,3.0,0.724094569683075,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2014-11-01,3.0,1.9208016395568848,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2014-11-02,0.0,2.136849880218506,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2014-11-03,0.0,0.9608815908432007,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2014-11-04,0.0,0.8535449504852295,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2014-11-05,0.0,0.7662193775177002,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2014-11-06,1.0,0.8037747740745544,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2014-11-07,2.0,1.143786072731018,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2014-11-08,0.0,1.576865792274475,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2014-11-09,0.0,0.8082402944564819,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2014-11-10,2.0,0.9093538522720337,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2014-11-11,1.0,1.5919421911239624,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2014-11-12,1.0,1.0913128852844238,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2014-11-13,1.0,1.0828909873962402,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2014-11-14,0.0,1.2258976697921753,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2014-11-15,1.0,0.8512522578239441,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2014-11-16,1.0,1.0976793766021729,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2014-11-17,2.0,1.040407657623291,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2014-11-18,0.0,1.499089002609253,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2014-11-19,0.0,0.712399423122406,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2014-11-20,0.0,0.7625536322593689,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2014-11-21,0.0,0.6410641670227051,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2014-11-22,2.0,0.6196045875549316,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2014-11-23,1.0,1.445191502571106,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2014-11-24,0.0,1.0862674713134766,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2014-11-25,0.0,0.6554325819015503,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2014-11-26,1.0,0.6502628326416016,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2014-11-27,0.0,0.9915533065795898,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2014-11-28,0.0,0.525274395942688,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2014-11-29,2.0,0.4689929485321045,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2014-11-30,3.0,1.4830583333969116,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2014-12-01,0.0,1.644695520401001,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2014-12-02,2.0,0.6004393100738525,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2014-12-03,0.0,1.32321298122406,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2014-12-04,1.0,0.7275779247283936,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2014-12-05,2.0,1.0265918970108032,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2014-12-06,2.0,1.3849503993988037,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2014-12-07,2.0,1.3676151037216187,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2014-12-08,0.0,1.4398590326309204,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2014-12-09,0.0,0.7116444706916809,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2014-12-10,1.0,0.6178845763206482,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2014-12-11,1.0,0.9771477580070496,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2014-12-12,3.0,1.0932023525238037,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2014-12-13,3.0,1.7161157131195068,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2014-12-14,2.0,1.9871159791946411,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2014-12-15,0.0,1.702073574066162,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2014-12-16,2.0,0.8958672881126404,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2014-12-17,1.0,1.683797001838684,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2014-12-18,0.0,1.24239182472229,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2014-12-19,4.0,0.9151607751846313,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2014-12-20,3.0,2.1855151653289795,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2014-12-21,3.0,2.0925114154815674,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2014-12-22,2.0,2.1444759368896484,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2014-12-23,0.0,1.8535672426223755,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2014-12-24,1.0,1.0566776990890503,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2014-12-25,0.0,1.3235235214233398,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2014-12-26,1.0,0.9324470162391663,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2014-12-27,0.0,1.3129254579544067,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2014-12-28,0.0,1.0888733863830566,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2014-12-29,1.0,0.8864061832427979,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2014-12-30,0.0,1.2100129127502441,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2014-12-31,1.0,0.865757405757904,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2015-01-01,0.0,1.2082409858703613,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2015-01-02,3.0,0.8410505056381226,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2015-01-03,0.0,1.973388433456421,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2015-01-04,2.0,0.9256935715675354,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2015-01-05,1.0,1.667811632156372,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2015-01-06,2.0,1.2479432821273804,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2015-01-07,1.0,1.6396952867507935,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2015-01-08,0.0,1.2978888750076294,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2015-01-09,1.0,0.9907749891281128,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2015-01-10,1.0,1.302172064781189,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2015-01-11,0.0,1.2512370347976685,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2015-01-12,1.0,0.8840112686157227,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2015-01-13,0.0,1.2317434549331665,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2015-01-14,2.0,0.8712626099586487,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2015-01-15,1.0,1.5083022117614746,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2015-01-16,2.0,1.311795949935913,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2015-01-17,1.0,1.705082654953003,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2015-01-18,2.0,1.2853094339370728,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2015-01-19,0.0,1.568024754524231,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2015-01-20,0.0,0.8084778785705566,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2015-01-21,0.0,0.8145538568496704,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2015-01-22,0.0,0.8040719628334045,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2015-01-23,3.0,0.7844521403312683,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2015-01-24,0.0,1.8732423782348633,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2015-01-25,0.0,0.9122263193130493,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2015-01-26,0.0,0.8828160762786865,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2015-01-27,1.0,0.7670405507087708,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2015-01-28,2.0,1.1415939331054688,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2015-01-29,2.0,1.5797550678253174,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2015-01-30,3.0,1.574853777885437,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2015-01-31,1.0,1.854532241821289,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2015-02-01,1.0,1.2305936813354492,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2015-02-02,0.0,1.2611911296844482,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2015-02-03,0.0,0.9054703116416931,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2015-02-04,1.0,0.7899137139320374,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2015-02-05,1.0,1.1595561504364014,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2015-02-06,4.0,1.12293541431427,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2015-02-07,4.0,1.9832017421722412,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2015-02-08,2.0,2.113600492477417,1,1,dm_backtest_foundation
M5 Walmart Hobbies Daily (5 Series),GraniteTTM,GraniteTTM,foundation,raw,HOBBIES_1_242,2015-02-09,1.0,1.6601102352142334,1,1,dm_backtest_foundation
